"","ScoringCrediticio","Edad","BalanceCuenta","CantidadProductos","SalarioEstimado","DejaBanco"
"3820",669,29,146011.4,1,50249.16,"0"
"3821",502,45,0,1,84663.21,"0"
"3822",625,26,130483.95,1,122810.53,"0"
"3823",714,40,46520.69,1,96687.25,"0"
"3824",619,27,154483.98,1,156394.74,"0"
"3825",802,39,120145.96,2,59497.01,"1"
"3826",508,54,0,1,175749.36,"0"
"3827",794,41,176845.41,3,166526.26,"1"
"3828",523,30,83181.29,1,138176.78,"0"
"3829",767,20,119714.25,2,150135.38,"0"
"3830",628,37,0,2,171707.93,"0"
"3831",627,44,153548.12,1,35300.08,"1"
"3832",490,41,139659.04,1,176254.12,"0"
"3833",621,43,0,1,102806.6,"0"
"3834",590,76,160979.68,1,13848.58,"0"
"3835",711,36,137688.71,1,46884.1,"0"
"3836",762,31,117687.35,1,159344.43,"0"
"3837",616,30,0,2,196108.51,"0"
"3838",743,45,157332.26,1,125424.42,"0"
"3839",616,41,103560.57,1,236.45,"1"
"3840",351,57,163146.46,1,169621.69,"1"
"3841",680,30,108300.27,2,44384.57,"1"
"3842",647,35,166518.63,2,147930.46,"0"
"3843",763,31,143966.3,2,140262.96,"1"
"3844",515,37,90432.92,1,188366.04,"1"
"3845",592,37,212692.97,1,176395.02,"0"
"3846",616,44,102016.38,1,178235.37,"1"
"3847",544,40,0,2,61581.2,"0"
"3848",630,43,0,2,34338.04,"0"
"3849",649,36,86607.39,1,19825.09,"0"
"3850",769,40,133871.05,1,50568.02,"0"
"3851",759,33,0,2,56583.88,"0"
"3852",608,28,0,2,125062.02,"0"
"3853",613,21,105627.95,1,36560.51,"0"
"3854",692,43,118588.83,1,161241.65,"1"
"3855",690,49,116622.73,1,51011.29,"0"
"3856",652,31,119148.55,1,149740.22,"0"
"3857",562,29,120307.58,1,6795.61,"0"
"3858",518,38,84764.79,1,162253.9,"0"
"3859",593,35,161637.75,1,20008.46,"0"
"3860",787,43,132217.45,1,20955.03,"1"
"3861",682,35,117438.92,2,16910.98,"0"
"3862",746,25,0,2,88728.47,"0"
"3863",594,37,0,2,95864.5,"0"
"3864",654,24,145081.73,1,130075.07,"0"
"3865",437,26,120923.52,1,78854.57,"0"
"3866",566,44,141428.99,2,68408.74,"0"
"3867",418,35,0,2,88878.15,"0"
"3868",814,31,0,2,142029.17,"0"
"3869",758,33,129142.54,2,26606.28,"0"
"3870",663,33,0,2,91514.62,"0"
"3871",NA,49,0,2,41623.59,"0"
"3872",670,57,175575.95,2,99061.75,"1"
"3873",704,36,114370.41,1,66810.48,"0"
"3874",627,37,125190.86,1,84584.69,"0"
"3875",543,36,0,2,26019.59,"0"
"3876",811,28,167738.82,2,9903.42,"0"
"3877",605,52,0,2,173952.5,"0"
"3878",775,25,60205.2,2,14073.11,"0"
"3879",629,39,129669.32,2,82774.07,"0"
"3880",756,27,0,2,157932.75,"0"
"3881",604,35,147285.52,1,57807.05,"0"
"3882",554,34,0,1,106981.03,"0"
"3883",721,36,65253.07,2,28737.78,"0"
"3884",683,47,0,2,148989.15,"0"
"3885",596,47,0,1,74835.65,"0"
"3886",721,45,138523.2,1,59604.45,"1"
"3887",567,29,0,2,156125.72,"0"
"3888",828,37,0,2,94845.45,"0"
"3889",712,29,87375.78,2,166194.53,"0"
"3890",638,55,155828.22,1,108987.25,"1"
"3891",705,42,166685.92,2,55313.51,"0"
"3892",727,41,0,2,47468.56,"0"
"3893",717,40,98241.04,1,110887.14,"0"
"3894",718,63,123204.88,1,100538.8,"0"
"3895",656,39,0,2,98894.64,"0"
"3896",593,48,133903.12,2,85902.39,"1"
"3897",797,59,129321.44,1,93624.55,"0"
"3898",571,34,101736.66,1,195651.66,"0"
"3899",648,43,139972.18,1,143668.58,"0"
"3900",529,31,0,2,26817.23,"0"
"3901",706,23,93301.97,2,127187.04,"0"
"3902",657,75,126273.95,1,91673.6,"0"
"3903",689,39,0,2,14917.09,"0"
"3904",596,40,62389.03,3,148623.43,"1"
"3905",519,57,119035.35,2,29871.79,"0"
"3906",529,30,116295.29,NA,75285.47,"0"
"3907",530,36,0,2,80619.09,"0"
"3908",675,35,0,2,29062.25,"0"
"3909",714,44,0,1,6923.11,"0"
"3910",741,36,127675.39,2,74260.16,"0"
"3911",729,40,113574.61,2,103396.08,"0"
"3912",627,37,147361.57,1,133031.96,"0"
"3913",745,48,96048.55,1,74510.65,"0"
"3914",553,48,0,1,30730.95,"1"
"3915",724,40,0,1,127847.25,"1"
"3916",554,31,0,2,192660.55,"0"
"3917",792,59,101609.77,1,161479.19,"1"
"3918",661,35,100107.99,1,83949.68,"0"
"3919",697,32,175464.85,3,116442.42,"1"
"3920",520,58,0,2,32790.02,"0"
"3921",778,33,0,2,85439.73,"0"
"3922",478,36,92363.3,2,44912.7,"0"
"3923",641,37,62974.64,2,39016.43,"0"
"3924",673,39,82255.51,2,109545.56,"0"
"3925",753,46,113909.69,3,92320.37,"1"
"3926",799,22,174185.98,2,192633.85,"0"
"3927",657,22,0,3,168412.07,"1"
"3928",640,62,0,1,101663.47,"0"
"3929",523,22,123374.46,1,124906.59,"0"
"3930",701,36,0,2,169161.46,"0"
"3931",528,32,85615.66,2,156192.43,"0"
"3932",588,40,0,2,100727.68,"0"
"3933",676,36,91711.59,1,95393.43,"0"
"3934",669,39,119452.03,1,171575.54,"0"
"3935",707,31,82787.93,2,91423.69,"0"
"3936",693,43,152341.55,1,9241.78,"0"
"3937",699,34,0,1,76510.46,"0"
"3938",668,46,0,2,29388.02,"0"
"3939",691,33,0,2,100408.31,"0"
"3940",654,40,105683.63,1,173617.09,"0"
"3941",488,43,112751.13,1,28332,"0"
"3942",539,39,0,1,28184.7,"0"
"3943",774,42,132193.94,2,162865.52,"0"
"3944",712,30,89571.59,1,177613.19,"0"
"3945",774,43,110646.54,1,108804.28,"0"
"3946",744,35,0,2,43036.6,"0"
"3947",550,38,140278.99,3,171457.06,"1"
"3948",466,41,152102.18,2,181879.56,"0"
"3949",691,24,0,2,92811.2,"0"
"3950",812,49,66079.45,2,91556.57,"1"
"3951",584,36,0,1,105818.51,"0"
"3952",528,27,176227.07,2,139481.53,"0"
"3953",646,57,90212,1,13911.27,"1"
"3954",592,45,84692.5,1,67214.02,"0"
"3955",507,29,0,2,94780.9,"0"
"3956",794,30,154970.54,1,156768.45,"0"
"3957",664,35,115024.5,1,169665.79,"0"
"3958",652,37,0,2,68789.93,"0"
"3959",661,37,136425.18,1,81102.81,"0"
"3960",642,40,154863.15,1,138052.51,"0"
"3961",850,36,0,2,100750.03,"0"
"3962",481,57,0,3,169719.35,"1"
"3963",601,41,0,2,54342.83,"0"
"3964",715,21,76467.16,1,173511.72,"0"
"3965",646,24,92398.08,1,18897.29,"0"
"3966",603,44,108122.39,2,108488.33,"1"
"3967",680,31,127331.46,3,176433.6,"0"
"3968",647,29,98263.46,2,164717.95,"0"
"3969",850,34,199229.14,1,68106.29,"0"
"3970",538,33,93791.38,1,199249.29,"0"
"3971",698,47,156265.31,2,1055.66,"0"
"3972",689,39,0,2,196112.45,"0"
"3973",703,39,152685.4,1,183656.12,"0"
"3974",646,30,100548.67,2,136983.77,"0"
"3975",763,32,108465.65,2,60552.44,"1"
"3976",621,55,131033.76,1,75685.59,"1"
"3977",811,45,0,2,146123.19,"0"
"3978",622,43,0,2,100618.17,"0"
"3979",543,43,0,2,78858.07,"0"
"3980",714,52,0,1,144045.08,"1"
"3981",633,30,0,2,41642.29,"0"
"3982",652,50,NA,1,17160.94,"1"
"3983",640,28,0,2,131097.9,"0"
"3984",618,48,0,1,13921.82,"1"
"3985",594,28,185013.02,1,16481.12,"0"
"3986",695,28,171069.39,2,88689.4,"0"
"3987",498,25,121702.73,1,132210.49,"0"
"3988",681,33,0,1,158336.36,"0"
"3989",746,24,137492.35,2,170142.09,"0"
"3990",593,41,0,2,99136.49,"0"
"3991",762,69,183744.98,1,196993.69,"0"
"3992",525,36,77910.23,1,67238.01,"0"
"3993",703,58,92930.92,1,85148.78,"0"
"3994",748,39,0,2,123998.52,"0"
"3995",517,59,154110.99,2,101240.08,"1"
"3996",658,31,77082.65,2,13482.28,"0"
"3997",667,36,114391.62,1,53412.54,"0"
"3998",662,34,0,2,21497.27,"0"
"3999",602,35,0,2,31050.02,"0"
"4000",587,51,83739.32,1,148798.45,"0"
"4001",622,52,111973.97,1,162756.29,"1"
"4002",633,32,104001.38,1,36642.65,"0"
"4003",543,48,100900.5,1,33310.72,"1"
"4004",497,34,0,2,83087.13,"0"
"4005",730,33,0,2,176576.62,"0"
"4006",757,23,80673.96,2,93991.65,"0"
"4007",677,28,143988,2,8755.69,"1"
"4008",590,43,81076.8,2,182627.25,"1"
"4009",812,44,115049.15,2,165038.41,"0"
"4010",713,33,94598.48,1,197519.66,"1"
"4011",509,35,0,2,67431.28,"0"
"4012",496,30,90963.49,1,27802,"0"
"4013",768,49,133384.66,1,102397.22,"1"
"4014",618,42,153572.31,2,76679.6,"0"
"4015",722,32,106807.64,1,76998.69,"0"
"4016",807,47,171937.27,1,65636.92,"0"
"4017",644,33,0,2,155294.17,"0"
"4018",498,41,87541.06,2,12577.21,"1"
"4019",643,37,0,2,142454.77,"0"
"4020",576,50,0,2,57802.62,"0"
"4021",694,32,91956.49,1,59961.81,"0"
"4022",757,57,89079.41,1,53179.21,"1"
"4023",661,35,128415.45,1,142626.49,"0"
"4024",807,43,0,2,85523.24,"0"
"4025",683,38,127616.56,1,123846.07,"0"
"4026",741,29,0,2,115994.52,"0"
"4027",738,35,127290.61,1,16081.62,"0"
"4028",759,74,128917.84,1,48244.64,"0"
"4029",763,39,0,2,19458.75,"0"
"4030",850,37,88141.1,1,109659.12,"0"
"4031",742,25,132116.13,2,129933.5,"0"
"4032",680,33,108393.35,1,39057.67,"0"
"4033",824,45,129209.48,1,60151.77,"0"
"4034",513,31,174853.46,1,84238.63,"0"
"4035",479,33,208165.53,1,50774.81,"1"
"4036",536,53,143923.96,1,2019.78,"1"
"4037",744,36,0,2,182867.84,"0"
"4038",735,50,0,2,147075.69,"0"
"4039",650,37,0,2,17974.08,"0"
"4040",686,39,111695.62,1,136643.84,"0"
"4041",677,30,78133.15,1,174225.88,"0"
"4042",546,42,86351.85,2,57380.13,"0"
"4043",425,22,169649.73,2,136365,"1"
"4044",704,48,167997.6,1,173498.45,"0"
"4045",786,35,0,2,92712.97,"0"
"4046",663,NA,141726.88,1,58257.23,"0"
"4047",773,36,105858.71,1,4395.45,"0"
"4048",608,42,131390.75,2,71178.09,"0"
"4049",753,39,155062.8,1,16460.77,"0"
"4050",716,38,0,2,99661.46,"0"
"4051",712,29,102540.61,1,189680.79,"0"
"4052",587,34,0,2,97932.68,"0"
"4053",648,41,123049.21,1,5066.76,"0"
"4054",720,26,51962.91,2,45507.24,"0"
"4055",697,74,108071.36,2,16445.79,"0"
"4056",634,45,0,1,143458.31,"0"
"4057",714,54,126113.28,1,112777.38,"0"
"4058",462,39,140133.08,2,131304.45,"0"
"4059",665,40,0,1,161848.03,"0"
"4060",597,43,119127.46,2,55809.92,"0"
"4061",680,31,0,2,3148.2,"0"
"4062",573,27,0,2,157549.6,"0"
"4063",657,44,76495.04,1,79071.89,"0"
"4064",627,30,57809.32,1,188258.49,"0"
"4065",573,44,0,1,94862.93,"0"
"4066",619,29,98955.87,1,131712.51,"0"
"4067",504,56,104217.3,1,55857.48,"1"
"4068",510,44,123070.89,1,28461.29,"1"
"4069",727,58,106913.43,1,25881,"1"
"4070",737,28,0,2,106390.01,"0"
"4071",718,39,0,1,52138.49,"0"
"4072",708,33,0,2,15246.83,"0"
"4073",781,28,0,2,177703.15,"0"
"4074",725,29,0,2,190776.83,"0"
"4075",655,24,107065.31,1,51959.82,"0"
"4076",534,51,0,2,20856.31,"0"
"4077",592,40,200322.45,1,113244.73,"0"
"4078",613,51,147262.11,1,53630.9,"1"
"4079",690,36,91760.11,1,135784.94,"0"
"4080",516,35,128653.59,1,127558.26,"0"
"4081",777,58,0,1,62449.07,"1"
"4082",663,24,0,2,166310.82,"0"
"4083",587,36,0,2,17135.6,"0"
"4084",850,39,0,2,179451.42,"0"
"4085",666,43,0,2,29346.1,"0"
"4086",732,45,98792.4,1,81491.7,"1"
"4087",553,37,0,1,30461.55,"0"
"4088",749,42,129776.72,2,143538.51,"0"
"4089",574,34,112324.45,2,17993.43,"0"
"4090",668,24,173962.32,1,106457.11,"1"
"4091",530,29,0,2,121451.21,"0"
"4092",693,68,0,2,59864.96,"0"
"4093",585,28,105795.9,1,41219.09,"0"
"4094",560,50,0,2,84531.79,"0"
"4095",724,69,117866.92,1,62280.91,"0"
"4096",577,35,110080.3,1,109794.31,"0"
"4097",769,38,0,2,75578.67,"0"
"4098",707,37,0,2,6035.51,"0"
"4099",472,19,0,2,3453.4,"0"
"4100",570,33,0,1,124641.42,"0"
"4101",659,27,0,2,99341.87,"0"
"4102",628,38,113525.84,1,46044.48,"1"
"4103",531,31,96288.26,1,56794.73,"0"
"4104",790,29,46057.96,2,189777.66,"0"
"4105",595,41,138878.81,1,112269.67,"0"
"4106",416,32,0,2,878.87,"0"
"4107",699,35,0,2,78397.24,"0"
"4108",580,57,136820.99,1,108528.74,"0"
"4109",463,35,101257.16,1,118113.64,"0"
"4110",850,61,0,1,53067.83,"1"
"4111",511,48,149726.08,1,88307.87,"1"
"4112",662,47,0,2,129392.75,"0"
"4113",796,32,102773.15,2,117832.88,"0"
"4114",753,40,3768.69,2,177065.24,"1"
"4115",688,38,123544.21,1,157664.02,"0"
"4116",627,48,132759.8,1,78899.22,"0"
"4117",519,42,0,2,101485.72,"0"
"4118",675,49,135133.39,1,179521.24,"1"
"4119",638,50,102645.48,1,168359.98,"1"
"4120",488,28,139246.22,2,106799.49,"0"
"4121",733,74,106545.53,1,134589.58,"0"
"4122",553,31,0,2,124596.63,"0"
"4123",662,74,0,2,123583.85,"0"
"4124",841,31,162701.65,2,126794.56,"0"
"4125",711,41,0,2,193747.57,"0"
"4126",716,23,94464.81,2,185900.88,"0"
"4127",449,21,0,2,175743.92,"0"
"4128",719,35,0,1,165162.4,"0"
"4129",637,22,98800,1,122865.55,"0"
"4130",569,43,161546.68,2,178187.28,"0"
"4131",722,29,107233.85,2,24924.92,"0"
"4132",682,55,0,1,153356.8,"1"
"4133",532,52,137755.76,1,163191.99,"1"
"4134",530,44,0,2,55893.37,"0"
"4135",499,55,126817.65,2,123269.71,"0"
"4136",526,35,118536.4,1,40980.87,"1"
"4137",602,42,138912.17,1,139494.75,"0"
"4138",542,34,108653.93,1,144725.14,"0"
"4139",809,41,79706.25,2,165675.01,"0"
"4140",779,71,0,2,146895.36,"1"
"4141",649,33,0,2,2010.98,"0"
"4142",572,31,98108.79,1,119996.95,"0"
"4143",549,43,134985.66,1,6101.41,"0"
"4144",768,25,0,2,21215.67,"0"
"4145",817,55,117561.49,1,95941.55,"1"
"4146",585,36,0,2,94283.09,"0"
"4147",798,34,154495.79,1,191395.88,"0"
"4148",649,46,0,2,76946.6,"0"
"4149",512,36,152169.12,2,38629.3,"1"
"4150",710,45,0,2,36154.66,"0"
"4151",731,37,128932.4,1,180712.52,"0"
"4152",690,26,0,2,93255.85,"0"
"4153",699,34,117468.67,1,185227.42,"0"
"4154",758,32,162657.64,2,115525.13,"0"
"4155",634,46,123642.36,1,49725.16,"1"
"4156",718,43,132615.73,2,32999.1,"0"
"4157",588,32,0,2,8763.87,"0"
"4158",609,77,0,1,18708.76,"0"
"4159",537,47,124192.28,2,50881.51,"0"
"4160",690,35,107944.33,2,48478.47,"0"
"4161",727,46,115248.11,4,130752.01,"1"
"4162",617,30,132005.77,1,142940.39,"0"
"4163",629,44,0,4,117572.59,"1"
"4164",590,38,0,2,148750.16,"0"
"4165",784,42,109052.04,2,6409.55,"0"
"4166",850,39,206014.94,2,42774.84,"1"
"4167",555,44,105770.7,3,60533.96,"1"
"4168",755,29,117035.89,1,21862.19,"0"
"4169",516,53,156674.2,1,118502.34,"1"
"4170",738,37,140950.92,2,195333.98,"0"
"4171",622,39,83456.79,2,38882.34,"0"
"4172",710,35,106518.52,1,127951.81,"0"
"4173",747,47,139914.6,4,129964.56,"1"
"4174",572,26,118287.01,2,60427.3,"0"
"4175",834,49,160602.25,2,129273.94,"0"
"4176",637,63,0,1,28092.77,"1"
"4177",655,37,93147,2,66214.13,"0"
"4178",601,33,114430.18,2,153012.13,"0"
"4179",597,38,0,2,41303.29,"0"
"4180",850,55,98710.89,1,83617.17,"1"
"4181",806,34,113958.55,1,32125.98,"0"
"4182",586,47,157099.47,2,65481.86,"0"
"4183",455,43,0,1,81250.79,"0"
"4184",666,40,0,2,147878.05,"0"
"4185",603,44,0,1,138328.24,"0"
"4186",590,29,99250.08,1,129629.41,"0"
"4187",581,31,116891.72,1,107137.3,"0"
"4188",600,27,0,2,172031.22,"0"
"4189",850,70,0,1,705.18,"0"
"4190",660,52,86891.84,1,90877.76,"0"
"4191",697,76,0,2,188772.45,"0"
"4192",743,39,119695.75,1,26136.13,"0"
"4193",525,30,157989.21,2,100687.67,"0"
"4194",637,38,104339.56,1,119882.86,"0"
"4195",653,30,88243.29,2,96658.26,"0"
"4196",485,37,0,2,170226.47,"0"
"4197",745,35,0,2,116581.1,"0"
"4198",703,73,137761.55,1,159677.46,"0"
"4199",727,37,101191.83,1,34551.35,"1"
"4200",597,24,103219.47,1,NA,"0"
"4201",834,57,112281.6,3,140225.14,"1"
"4202",627,52,76101.81,2,177238.35,"0"
"4203",721,51,169312.13,1,109078.35,"1"
"4204",679,38,110555.37,2,46522.68,"0"
"4205",745,28,0,2,154389.18,"0"
"4206",526,32,125540.05,1,86786.41,"0"
"4207",716,41,126145.54,2,138051.19,"0"
"4208",764,30,0,2,105155.66,"0"
"4209",739,37,0,2,191557.1,"1"
"4210",562,36,0,1,182843.24,"0"
"4211",579,38,0,2,91763.67,"0"
"4212",430,35,118894.22,1,2923.61,"0"
"4213",579,56,99340.83,1,4523.74,"1"
"4214",643,31,167949.48,1,143162.34,"0"
"4215",664,49,127421.78,2,108876.75,"1"
"4216",540,39,0,2,81995.92,"0"
"4217",676,26,108348.66,1,60231.74,"1"
"4218",581,38,135157.05,1,32919.42,"0"
"4219",625,44,0,1,4791.8,"0"
"4220",653,43,0,2,7330.59,"0"
"4221",651,25,0,2,126761.2,"0"
"4222",759,31,0,2,99086.74,"0"
"4223",513,29,0,2,25514.77,"0"
"4224",850,31,121237.65,1,31022.56,"0"
"4225",646,44,113063.83,1,53072.49,"1"
"4226",467,51,114514.71,2,177784.68,"1"
"4227",766,41,0,2,34283.23,"0"
"4228",715,34,102277.52,1,177852.57,"1"
"4229",681,48,139714.4,2,73066.72,"0"
"4230",616,45,122793.96,1,62002.04,"0"
"4231",510,30,0,2,130553.47,"0"
"4232",722,30,0,2,166376.54,"0"
"4233",742,29,0,2,180066.59,"0"
"4234",557,42,0,2,86642.38,"0"
"4235",764,38,113607.47,1,91094.46,"0"
"4236",562,35,0,1,48869.67,"0"
"4237",600,37,142663.46,1,88669.89,"0"
"4238",528,35,156687.1,1,199320.77,"0"
"4239",680,33,123082.08,1,134960.98,"0"
"4240",504,32,170291.22,2,15658.99,"0"
"4241",705,25,0,2,112331.19,"0"
"4242",607,32,0,2,196062.01,"0"
"4243",850,32,0,2,18924.92,"0"
"4244",652,48,59486.31,1,163944.18,"1"
"4245",607,32,0,3,10674.62,"0"
"4246",638,62,108716.59,2,74241.09,"0"
"4247",636,36,0,1,43134.58,"0"
"4248",621,47,107363.29,1,66799.28,"0"
"4249",825,32,0,2,42935.15,"0"
"4250",660,63,137841.53,1,42790.29,"0"
"4251",505,37,159863.9,2,125307.87,"0"
"4252",668,28,124511.01,1,114258.18,"0"
"4253",682,54,83102.72,2,54132.93,"0"
"4254",593,62,118233.81,1,24765.53,"1"
"4255",537,48,131834.8,1,166476.95,"1"
"4256",615,49,0,2,49872.33,"0"
"4257",537,46,100727.5,1,140857.76,"1"
"4258",539,20,83459.86,1,146752.67,"0"
"4259",560,27,0,2,131919.48,"0"
"4260",807,47,95120.59,1,127875.1,"0"
"4261",756,34,103133.26,1,90059.04,"0"
"4262",645,49,0,2,162012.6,"0"
"4263",713,61,149525.34,2,123663.63,"0"
"4264",760,43,121911.59,1,193312.33,"0"
"4265",642,62,0,2,61120.75,"0"
"4266",777,39,0,2,18613.52,"0"
"4267",624,36,0,2,111605.9,"0"
"4268",491,68,107571.61,1,113695.99,"0"
"4269",686,41,0,1,144272.71,"1"
"4270",751,33,79281.61,1,117547.76,"0"
"4271",724,28,0,1,59351.68,"0"
"4272",685,21,97956.5,1,164966.27,"0"
"4273",527,31,112203.25,1,182266.01,"0"
"4274",655,44,146498.76,1,64853.51,"1"
"4275",752,36,0,2,48505.1,"0"
"4276",755,37,113865.23,2,117396.25,"0"
"4277",676,34,100359.54,1,46038.28,"0"
"4278",665,38,0,2,156439.56,"0"
"4279",469,38,113599.42,1,11950.29,"0"
"4280",591,33,131765.72,1,118782.06,"0"
"4281",466,29,0,2,2797.27,"0"
"4282",608,23,197715.93,2,116124.28,"0"
"4283",724,41,142880.28,3,185541.2,"1"
"4284",706,37,0,2,110899.3,"0"
"4285",850,27,111837.78,2,110805.79,"0"
"4286",531,53,127642.44,1,141501.45,"1"
"4287",717,28,82498.14,2,40437.67,"0"
"4288",782,70,97072.42,1,131177.22,"0"
"4289",613,29,0,2,133897.32,"0"
"4290",634,56,116251.24,1,42429.88,"1"
"4291",741,64,69311.16,1,59237.72,"0"
"4292",714,39,149887.49,2,63846.36,"0"
"4293",717,28,128206.79,1,NA,"0"
"4294",702,29,88378.6,1,88550.28,"0"
"4295",540,48,109349.29,1,88703.04,"1"
"4296",610,34,103108.17,1,125646.82,"0"
"4297",717,48,123764.95,NA,169952.82,"0"
"4298",727,59,152581.06,1,71830.1,"1"
"4299",554,30,0,2,40320.3,"0"
"4300",523,26,0,2,185488.81,"0"
"4301",660,46,109019.65,2,33680.56,"0"
"4302",704,36,175509.8,2,152039.67,"0"
"4303",731,29,179539.2,1,112010.02,"0"
"4304",752,35,0,1,44335.54,"1"
"4305",676,35,0,2,139911.58,"0"
"4306",712,34,114088.32,1,92794.61,"0"
"4307",483,41,118334.44,1,163147.99,"1"
"4308",751,31,0,2,17550.49,"0"
"4309",821,42,87807.29,2,64613.81,"0"
"4310",672,40,0,1,113171.61,"1"
"4311",597,41,145809.53,2,52319.26,"0"
"4312",665,28,191402.82,2,83238.4,"0"
"4313",705,39,133261.13,1,78065.9,"0"
"4314",665,37,111911.63,1,110359.68,"1"
"4315",698,31,156111.24,1,134790.74,"0"
"4316",683,43,0,1,96754.8,"0"
"4317",722,40,0,2,111893.09,"0"
"4318",641,50,153590.73,2,130910.78,"0"
"4319",619,41,92467.58,1,38270.47,"0"
"4320",711,53,123805.03,1,102428.51,"0"
"4321",764,40,100480.53,1,124095.69,"0"
"4322",603,39,76769.68,1,48224.72,"0"
"4323",483,30,0,2,136356.97,"0"
"4324",692,33,0,1,113505.93,"1"
"4325",632,31,136556.44,1,82152.83,"1"
"4326",559,36,104356.94,2,54184.06,"0"
"4327",588,35,0,2,108739.15,"0"
"4328",581,30,53291.86,1,196582.28,"0"
"4329",595,32,131081.66,2,69428.79,"0"
"4330",685,43,NA,1,41876.98,"0"
"4331",457,40,134320.23,2,150757.35,"0"
"4332",790,46,0,1,14679.81,"1"
"4333",717,33,115777.23,1,81508.1,"0"
"4334",580,34,0,2,160095.31,"0"
"4335",684,36,0,1,117038.96,"0"
"4336",646,50,145295.31,2,27814.74,"0"
"4337",680,47,0,2,179843.33,"0"
"4338",608,30,91057.37,2,132973.17,"0"
"4339",605,39,0,1,119348.28,"0"
"4340",735,33,0,2,149474.69,"0"
"4341",645,44,113755.78,2,149756.71,"1"
"4342",816,40,109003.26,1,79580.56,"0"
"4343",556,36,154872.08,2,32044.64,"0"
"4344",695,31,0,2,NA,"0"
"4345",704,35,154206.07,2,40261.49,"0"
"4346",605,33,150092.8,1,71862.79,"0"
"4347",611,43,127216.31,2,17913.25,"0"
"4348",663,53,150200.23,1,151317.27,"1"
"4349",717,49,110864.38,2,124532.9,"1"
"4350",685,23,0,2,112239.03,"0"
"4351",762,43,134204.67,1,139971.01,"0"
"4352",774,26,0,2,64716.08,"0"
"4353",793,63,116270.72,1,184243.25,"0"
"4354",520,43,150805.17,3,25333.03,"1"
"4355",660,40,131754.11,2,38761.61,"0"
"4356",811,46,180226.24,1,13464.64,"1"
"4357",684,31,0,2,188637.05,"0"
"4358",653,46,0,2,49707.85,"0"
"4359",747,42,80214.36,1,115241.96,"1"
"4360",635,31,0,2,135382.23,"0"
"4361",635,29,0,1,24865.54,"0"
"4362",774,53,113709.28,1,153887.93,"1"
"4363",607,36,158261.68,1,76744.72,"0"
"4364",597,33,135703.59,2,74850.84,"0"
"4365",645,41,93925.3,1,123982.14,"1"
"4366",685,50,94238.75,2,50664.07,"1"
"4367",671,48,119769.77,1,66032.65,"0"
"4368",454,40,123177.01,1,148309.98,"0"
"4369",761,32,103515.39,2,177622.38,"0"
"4370",660,33,0,1,29664.45,"0"
"4371",730,62,0,2,186489.95,"0"
"4372",683,29,0,2,48849.89,"0"
"4373",600,43,133379.41,1,177378.66,"1"
"4374",565,52,97720.35,2,175070.94,"1"
"4375",761,33,138053.79,2,148779.41,"0"
"4376",653,31,143321.97,1,83679.46,"0"
"4377",643,41,127841.52,1,172363.41,"0"
"4378",607,40,112544.45,1,19842.22,"0"
"4379",587,38,0,2,47414.15,"0"
"4380",712,44,0,2,45738.94,"0"
"4381",829,27,112045.67,1,119708.21,"1"
"4382",697,37,168066.87,1,35450.53,"0"
"4383",556,38,114756.14,1,193214.05,"0"
"4384",771,32,77487.2,1,33143.04,"0"
"4385",516,45,109044.3,1,115818.16,"0"
"4386",650,23,93911.3,2,69055.45,"0"
"4387",543,30,73481.05,1,176692.65,"0"
"4388",671,34,153360.02,1,140509.86,"0"
"4389",559,34,68999.66,2,66879.27,"0"
"4390",779,26,0,2,111906,"0"
"4391",557,32,123502.53,1,69826.8,"0"
"4392",427,33,0,1,13858.95,"0"
"4393",750,26,151510.17,2,19921.72,"0"
"4394",738,40,115409.18,2,180456.8,"0"
"4395",546,24,156325.38,1,125381.02,"0"
"4396",660,40,167181.01,1,185156.94,"0"
"4397",737,43,125537.38,1,138510.01,"1"
"4398",502,42,132002.7,1,28204.98,"1"
"4399",648,54,118241.02,1,172586.89,"1"
"4400",610,41,0,NA,56118.81,"1"
"4401",554,45,0,2,181204.5,"0"
"4402",773,41,0,2,24924.92,"0"
"4403",751,29,159597.45,1,39934.41,"0"
"4404",NA,30,84958.6,2,194343.72,"0"
"4405",529,32,147493.89,1,33656.35,"0"
"4406",595,20,95830.43,1,177738.98,"0"
"4407",669,35,0,1,49108.23,"1"
"4408",500,30,125495.64,2,68807.47,"0"
"4409",667,77,0,1,34702.92,"0"
"4410",821,38,0,2,126241.4,"1"
"4411",516,33,115195.58,1,11205.5,"0"
"4412",784,38,136712.91,1,169920.92,"0"
"4413",498,31,0,2,13892.57,"0"
"4414",676,34,89437.03,1,189540.95,"0"
"4415",599,33,51690.89,1,111622.76,"1"
"4416",653,30,0,2,120736.04,"0"
"4417",582,41,70349.48,2,178074.04,"0"
"4418",696,27,96129.32,2,NA,"0"
"4419",714,49,93059.34,1,7571.51,"1"
"4420",678,32,0,2,90284.47,"0"
"4421",720,33,97188.62,1,91881.29,"0"
"4422",596,30,0,2,8125.39,"0"
"4423",486,37,101438,1,51364.56,"0"
"4424",730,33,130367.87,1,15142.1,"1"
"4425",728,37,0,2,72203.8,"0"
"4426",850,46,157866.77,1,18986.12,"0"
"4427",550,45,111257.59,1,97623.42,"1"
"4428",516,37,113143.12,1,3363.36,"0"
